teamId,name,jerseyNumber,batsThrows,pos,type,age,rosterStatus,annualSalary,signingBonus,serviceYears,serviceDays,yearsLeft,contractKind,contractSource,controlYears,controlKind,faGrade,pitcherRole,ovr,pot,hit,pow,spd,def,arm,pit,form,stamina,durability,trait,foreignPlayer,source,contractTotal,contractYears,contractStartYear,contractEndYear,guaranteedMoney,optionMoney,contractNote,signedTeam,injuryStatus,injuryName,injuryDays,rehab,returnSeasonYear,returnDay,injurySource
suwon-wizpark,장진혁,51,우투좌타,RF,BAT,33,ACTIVE,0.9,0.7,9,1338,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,69,73,70,75,69,66,74,11,71,47,59,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,김민혁,53,우투좌타,LF,BAT,31,ACTIVE,2.9,0.6,12,1812,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,58,65,57,52,80,51,51,22,81,48,70,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,이정현,21,우투우타,SP,PIT,29,FARM,0.4,1.6,10,1546,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,SP,57,71,10,10,41,47,67,60,69,73,66,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,한승혁,35,우투좌타,SP,PIT,33,FARM,3,1.8,12,1833,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,SP,59,61,10,10,36,56,65,57,70,78,61,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,박건우,46,우투우타,SP,PIT,20,FARM,0.3,1.2,1,241,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,8,구단 보류권,C,SP,62,83,10,10,37,60,58,61,62,92,63,퓨처스 · 성장형 · 이닝이터,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,이상우,48,우투우타,SP,PIT,23,FARM,0.3,1.6,5,725,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,4,구단 보류권,C,SP,62,80,10,10,45,50,68,69,65,88,70,퓨처스 · 성장형 · 이닝이터,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,이원재,64,좌투좌타,RP,PIT,23,FARM,0.3,1,5,821,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,4,구단 보류권,C,MR,55,63,10,10,36,47,53,53,76,63,64,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,고준혁,68,좌투좌타,RP,PIT,21,FARM,0.3,0.7,0,96,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,MR,46,63,10,10,31,50,49,52,79,49,54,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,정정우,92,우투양타,RP,PIT,22,FARM,0.3,0.4,0,0,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,MR,58,79,10,10,36,51,60,56,68,52,62,퓨처스 · 성장형,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,장민호,100,우투좌타,RP,PIT,24,FARM,0.3,0,1,145,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,8,구단 보류권,C,MR,53,68,10,10,37,49,53,52,78,65,63,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,김휘연,113,우투좌타,RP,PIT,19,FARM,0.3,0.3,0,0,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,MR,58,78,10,10,54,50,61,61,79,45,57,퓨처스 · 성장형,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,권효준,117,우투우타,RP,PIT,23,FARM,0.3,0,0,0,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,MR,46,60,10,10,46,52,50,42,68,50,61,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,김민석,44,우투우타,C,BAT,21,FARM,0.3,0.3,2,298,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,7,구단 보류권,C,,48,63,54,53,76,52,52,16,67,49,65,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,강현우,55,우투우타,C,BAT,25,FARM,0.6,1.5,7,1077,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,2,구단 보류권,C,,44,54,44,43,74,49,42,12,69,62,61,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,강민성,5,우투우타,1B,BAT,27,FARM,0.4,0.6,3,462,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,6,구단 보류권,C,,54,58,49,60,43,64,59,23,66,63,67,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,오서진,25,우투우타,3B,BAT,20,FARM,0.3,0.6,1,157,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,8,구단 보류권,C,,48,59,46,53,73,46,52,8,60,85,64,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,장준원,56,우투우타,2B,BAT,31,FARM,0.7,1,12,1802,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,53,58,51,48,60,56,47,9,69,66,68,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,손민석,57,우투좌타,1B,BAT,22,FARM,0.3,0.9,3,435,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,6,구단 보류권,C,,58,76,52,57,54,61,56,18,74,49,61,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,임상우,94,우투좌타,2B,BAT,23,FARM,0.3,0.8,0,96,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,,49,58,56,44,56,39,43,22,68,77,58,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,이용현,106,우투좌타,2B,BAT,20,FARM,0.3,0.5,0,0,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,,57,69,55,60,66,54,59,14,68,58,64,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,박성준,120,우투좌타,1B,BAT,23,FARM,0.3,0,1,145,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,8,구단 보류권,C,,46,57,47,44,87,52,43,21,62,54,61,퓨처스 · 주루형,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,최성민,31,좌투좌타,LF,BAT,24,FARM,0.3,0,3,531,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,6,구단 보류권,C,,56,68,56,51,40,63,50,14,76,57,57,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,이재원,65,우투좌타,LF,BAT,19,FARM,0.3,0.6,0,8,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,,56,71,63,64,41,49,63,18,83,55,63,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,박민석,104,우투우타,CF,BAT,20,FARM,0.3,0.7,1,145,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,8,구단 보류권,C,,54,72,50,60,81,45,59,13,62,74,67,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,정영웅,108,좌투좌타,RF,BAT,27,FARM,0.3,0.3,5,725,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,4,구단 보류권,C,,49,63,46,53,78,49,52,21,60,60,67,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
suwon-wizpark,김경환,109,우투좌타,RF,BAT,19,FARM,0.3,0.5,0,0,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,,56,68,55,50,58,54,49,21,74,65,60,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,최지광,11,우투우타,SP,PIT,28,ACTIVE,1.5,1.3,10,1546,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,SP,68,77,10,10,39,57,66,69,70,70,71,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,미야지,15,우투우타,SP,PIT,27,ACTIVE,6,0,0,90,1,외국인 단년계약,외국인 단년계약 추정,0,외국인 보류 제외,C,SP,68,76,10,10,44,58,78,74,75,77,62,외국인,Y,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,최원태,20,우투우타,SP,PIT,29,ACTIVE,16,3.5,12,1828,4,실계약 4년 70억,2026 FA 계약,0,FA 자격권,C,SP,61,63,10,10,48,61,66,58,61,73,62,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,70,,,,,,,,,,,,,,
daegu-blue-lions,이승현,26,우투우타,SP,PIT,35,ACTIVE,1.5,1,12,1836,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,B,SP,70,77,10,10,35,68,70,67,72,81,62,베테랑,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,김태훈,27,우투우타,SP,PIT,34,ACTIVE,3,0.2,12,1809,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,SP,60,66,10,10,38,57,68,60,72,89,72,이닝이터,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,이승민,28,좌투좌타,RP,PIT,26,ACTIVE,1.1,0.7,7,1111,1,연봉계약,공시 연봉 · 서비스타임 반영,2,구단 보류권,C,MR,62,73,10,10,45,61,76,69,80,63,68,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,백정현,29,좌투좌타,RP,PIT,39,ACTIVE,2,1.5,12,1809,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,MR,62,62,10,10,46,57,57,57,66,62,53,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,임기영,38,우언우타,RP,PIT,33,ACTIVE,3,1.1,12,1836,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,MR,69,76,10,10,53,66,76,71,69,58,61,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,양창섭,42,우투우타,RP,PIT,27,ACTIVE,0.9,2.6,9,1395,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,MR,62,67,10,10,55,60,63,66,82,61,64,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,배찬승,55,좌투좌타,RP,PIT,20,ACTIVE,0.9,4,1,241,1,연봉계약,공시 연봉 · 서비스타임 반영,8,구단 보류권,C,MR,68,83,10,10,55,70,73,72,82,57,71,성장형,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,장찬희,60,우투우타,RP,PIT,19,ACTIVE,0.3,1.1,0,85,1,연봉계약,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,MR,68,83,10,10,39,57,66,69,62,62,63,성장형,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,김재윤,62,우투우타,RP,PIT,36,ACTIVE,8,0,12,1836,2,실계약 4년 58억,2024 FA 계약,0,FA 자격권,C,MR,59,59,10,10,44,64,69,65,58,60,52,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,58,,,,,,,,,,,,,,
daegu-blue-lions,오러클린,64,좌투좌타,SP,PIT,26,ACTIVE,6,0,0,96,1,외국인 단년계약,외국인 단년계약 추정,0,외국인 보류 제외,B,SP,73,81,10,10,50,66,95,79,76,96,85,외국인 · 이닝이터 · 탈삼진형,Y,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,후라도,75,우투우타,SP,PIT,30,ACTIVE,6,0,3,521,1,외국인 단년계약,외국인 단년계약 추정,0,외국인 보류 제외,A,SP,78,82,10,10,42,73,77,81,79,96,94,외국인 · 핵심전력 · 이닝이터 · 제구형,Y,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,김도환,24,우투우타,C,BAT,26,ACTIVE,0.5,1.1,8,1205,1,연봉계약,공시 연봉 · 서비스타임 반영,1,FA 임박,C,,69,77,71,68,57,75,67,18,70,48,68,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,장승현,46,우투우타,C,BAT,32,ACTIVE,0.5,0.7,12,1800,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,B,,73,75,79,62,63,82,84,12,69,47,63,수비핵심,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,강민호,47,우투우타,C,BAT,41,ACTIVE,3,0.9,12,1826,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,63,64,64,59,70,55,58,14,64,50,52,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,디아즈,0,좌투좌타,1B,BAT,30,ACTIVE,8,0,2,386,1,외국인 단년계약,외국인 단년계약 추정,0,외국인 보류 제외,A,,81,86,94,98,60,57,59,16,72,71,89,외국인 · 핵심전력 · 교타자 · 장타형,Y,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,류지혁,16,우투좌타,2B,BAT,32,ACTIVE,7,0.7,12,1836,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,A,,78,82,92,75,82,65,61,22,69,76,88,핵심전력 · 교타자 · 주루형,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,김영웅,30,우투좌타,3B,BAT,23,ACTIVE,2.2,1.7,5,772,1,연봉계약,공시 연봉 · 서비스타임 반영,4,구단 보류권,C,,62,73,66,53,85,72,52,24,60,63,67,주루형,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,양우현,53,우투좌타,3B,BAT,26,ACTIVE,0.4,0.8,8,1241,1,연봉계약,공시 연봉 · 서비스타임 반영,1,FA 임박,C,,64,73,56,68,68,69,67,16,84,64,63,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,김상준,56,우투좌타,2B,BAT,24,ACTIVE,0.3,0,0,60,1,연봉계약,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,,63,77,58,63,80,62,62,22,65,74,63,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,전병우,61,우투우타,3B,BAT,34,ACTIVE,0.9,0.9,9,1401,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,B,,73,78,68,73,36,73,72,17,71,48,61,베테랑,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,구자욱,5,우투좌타,RF,BAT,33,ACTIVE,5,1.3,12,1835,1,실계약 5년 120억,2022 비FA 다년계약,0,FA 자격권,A,,85,85,96,87,82,69,79,24,73,82,86,프랜차이즈급 · 교타자 · 장타형 · 주루형,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,120,,,,,,,,,,,,,,
daegu-blue-lions,김헌곤,32,우투우타,LF,BAT,38,ACTIVE,1,0.7,12,1836,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,68,68,75,56,45,59,78,16,68,51,61,베테랑,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,최형우,34,우투좌타,CF,BAT,43,ACTIVE,4,0.5,12,1836,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,A,,83,83,97,89,68,67,68,19,75,88,88,핵심전력 · 교타자 · 장타형 · 베테랑,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,김성윤,39,좌투좌타,CF,BAT,27,ACTIVE,2,0.7,10,1543,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,62,69,57,62,72,71,61,13,59,49,72,1군 등록 선수,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,김지찬,58,우투좌타,2B,BAT,25,ACTIVE,2.3,1.1,7,1111,1,연봉계약,공시 연봉 · 서비스타임 반영,2,구단 보류권,B,,74,80,92,49,82,74,77,17,68,69,88,교타자 · 주루형,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,박승규,66,우투우타,LF,BAT,26,ACTIVE,0.8,0.3,8,1244,1,연봉계약,공시 연봉 · 서비스타임 반영,1,FA 임박,A,,82,90,88,93,92,57,61,15,70,62,85,핵심전력 · 교타자 · 장타형 · 주루형,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,이재희,17,우투좌타,SP,PIT,25,FARM,0.5,1.5,6,901,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,3,구단 보류권,C,SP,45,64,10,10,54,51,56,48,67,80,66,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,양현,19,우언우타,SP,PIT,34,FARM,0.7,0.3,12,1746,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,SP,48,61,10,10,41,50,58,51,84,76,67,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,최하늘,37,우언우타,SP,PIT,27,FARM,0.6,0.5,8,1256,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,1,FA 임박,C,SP,59,64,10,10,46,49,58,54,74,86,60,퓨처스 · 이닝이터,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,이재익,45,좌투좌타,SP,PIT,32,FARM,0.6,0.4,7,1020,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,1,FA 임박,C,SP,59,69,10,10,45,59,71,66,82,91,70,퓨처스 · 이닝이터,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,김무신,48,우투우타,RP,PIT,27,FARM,0.7,0.5,8,1168,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,1,FA 임박,C,MR,47,61,10,10,38,40,55,47,62,46,56,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,홍원표,65,우투우타,RP,PIT,25,FARM,0.4,0.8,7,1111,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,2,구단 보류권,C,MR,57,71,10,10,53,48,64,59,62,49,57,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,박주혁,101,우투우타,RP,PIT,25,FARM,0.4,0.6,5,725,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,4,구단 보류권,C,MR,49,66,10,10,40,41,57,51,58,50,56,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,진희성,115,우투우타,RP,PIT,20,FARM,0.3,0.3,0,0,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,MR,51,69,10,10,41,57,59,54,59,43,56,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,김동현,123,우투우타,RP,PIT,25,FARM,0.3,0,2,290,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,7,구단 보류권,C,MR,46,64,10,10,55,50,53,50,63,65,62,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,홍승원,131,우투우타,RP,PIT,25,FARM,0.4,0.5,2,290,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,7,구단 보류권,C,MR,56,68,10,10,54,61,63,59,58,56,59,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,이병헌,23,우투우타,C,BAT,27,FARM,0.6,0.8,8,1256,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,1,FA 임박,C,,57,71,61,59,54,66,58,14,77,79,68,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,박세혁,52,우투좌타,C,BAT,36,FARM,4,0.6,12,1801,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,54,58,49,60,69,48,59,10,83,76,54,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,이서준,134,우투우타,C,BAT,19,FARM,0.3,0.5,0,0,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,,47,59,54,49,69,56,48,14,77,51,60,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,심재훈,6,우투우타,SS,BAT,20,FARM,0.4,1.6,1,169,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,8,구단 보류권,C,,59,70,60,56,61,51,55,19,58,54,62,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,김재상,14,우투좌타,2B,BAT,22,FARM,0.4,1,3,453,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,6,구단 보류권,C,,57,67,54,61,70,55,60,21,60,78,62,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,차승준,35,우투좌타,1B,BAT,20,FARM,0.3,1.2,1,150,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,8,구단 보류권,C,,50,69,58,60,78,59,59,22,70,60,58,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,이창용,50,우투우타,1B,BAT,27,FARM,0.4,0.4,2,298,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,7,구단 보류권,C,,50,60,55,50,71,58,49,17,65,69,58,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,강민성,127,우투우타,2B,BAT,20,FARM,0.3,0.3,0,0,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,,49,59,44,55,43,59,54,23,66,63,63,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,조민성,132,우투우타,1B,BAT,23,FARM,0.3,0.5,5,725,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,4,구단 보류권,C,,54,67,62,44,42,63,66,15,62,57,62,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,이한민,143,우투우타,2B,BAT,24,FARM,0.3,0,2,290,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,7,구단 보류권,C,,57,74,52,54,69,48,53,8,79,55,56,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,이성규,13,우투우타,LF,BAT,33,FARM,1.1,0.8,11,1635,1,연봉계약,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,58,60,60,59,40,62,58,19,68,60,57,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,김태훈,25,우투좌타,LF,BAT,30,FARM,0.6,0.6,12,1762,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,0,FA 자격권,C,,46,50,51,54,65,45,53,21,72,78,56,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,함수호,40,좌투좌타,RF,BAT,20,FARM,0.3,0.9,1,161,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,8,구단 보류권,C,,63,78,67,63,83,62,62,22,58,64,67,퓨처스 · 성장형 · 주루형,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,김현준,44,좌투좌타,CF,BAT,24,FARM,1,0.3,6,876,1,연봉계약,공시 연봉 · 서비스타임 반영,3,구단 보류권,C,,63,81,58,55,39,57,54,12,81,69,62,퓨처스 · 성장형,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,김상민,107,우투좌타,RF,BAT,23,FARM,0.4,0.4,3,435,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,6,구단 보류권,C,,48,65,44,43,40,58,42,14,58,71,59,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
daegu-blue-lions,이진용,117,우투좌타,CF,BAT,20,FARM,0.3,0.6,0,0,1,퓨처스/최저연봉권,공시 연봉 · 서비스타임 반영,9,구단 보류권,C,,49,66,44,43,48,58,42,24,73,50,63,퓨처스,,공시 퓨처스 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
gwangju-tiger-kings,곽도규,0,좌투좌타,SP,PIT,22,ACTIVE,0.9,0.6,3,479,1,연봉계약,공시 연봉 · 서비스타임 반영,6,구단 보류권,B,SP,73,88,10,10,39,70,79,74,59,85,75,상위 유망주,,공시 1군 등록 공시 연봉/기록 기반 2026-06-23,,,,,,,,,,,,,,,
